broad_field,major_field,field,year,n_phds
Engineering,Other engineering,Engineering mechanics,2012,48.0
Engineering,Other engineering,Engineering physics,2012,17.0
Engineering,Other engineering,Engineering science,2012,45.0
Engineering,Other engineering,"Environmental, environmental health engineeringl",2012,214.0
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2012,49.0
Engineering,Other engineering,Metallurgical engineering,2012,16.0
Engineering,Other engineering,Mining and mineral engineering,2012,14.0
Engineering,Other engineering,Nuclear engineering,2012,101.0
Engineering,Other engineering,Ocean engineering,2012,21.0
Engineering,Other engineering,Operations research (engineering),2012,90.0
Engineering,Other engineering,Petroleum engineering,2012,67.0
Engineering,Other engineering,"Polymer, plastics engineering",2012,67.0
Engineering,Other engineering,Robotics,2012,50.0
Engineering,Other engineering,Structural engineering,2012,81.0
Engineering,Other engineering,Systems engineering,2012,82.0
Engineering,Other engineering,Transportation and highway engineering,2012,76.0
Engineering,Other engineering,"Engineering, general",2012,43.0
Engineering,Other engineering,"Engineering, other",2012,129.0
Education,Education administration,Educational administration and supervision,2012,219.0
Education,Education administration,"Educational and human resource studies, development",2012,78.0
Education,Education administration,Educational leadership,2012,673.0
Education,Education administration,Urban education and leadership,2012,87.0
Education,Education research,"Counseling education, counseling and guidance",2012,223.0
Education,Education research,Curriculum and instruction,2012,583.0
Education,Education research,Educational and instructional media design,2012,30.0
Education,Education research,Educational and instructional technology,2012,164.0
Education,Education research,"Educational assessment, testing, measurement",2012,57.0
Education,Education research,Educational policy analysis,2012,157.0
Education,Education research,Educational psychology (education),2012,302.0
Education,Education research,"Educational statistics, research methods",2012,70.0
Education,Education research,Higher education evaluation and research,2012,448.0
Education,Education research,International education,2012,52.0
Education,Education research,School psychology (education),2012,117.0
Education,Education research,Social and philosophical foundations of education,2012,98.0
Education,Education research,Special education,2012,268.0
Education,Teacher education,Adult and continuing teacher education,2012,49.0
Education,Teacher education,Elementary teacher education,2012,40.0
Education,Teacher education,"Pre-elementary, early childhood teacher education",2012,29.0
Education,Teacher education,Secondary teacher education,2012,38.0
Education,Teaching fields,Agricultural education,2012,30.0
Education,Teaching fields,Art education,2012,36.0
Education,Teaching fields,Bilingual and multilingual education,2012,35.0
Education,Teaching fields,Business education,2012,165.90491591203104
Education,Teaching fields,English as a second or foreign language,2012,165.90491591203104
Education,Teaching fields,English education,2012,32.0
Education,Teaching fields,"Family, consumer, and human sciences",2012,10.0
Education,Teaching fields,Foreign languages education,2012,60.0
Education,Teaching fields,Health education,2012,35.0
Education,Teaching fields,Literacy and reading educationm,2012,124.0
Education,Teaching fields,Mathematics education,2012,114.0
Education,Teaching fields,Music education,2012,69.0
Education,Teaching fields,Nursing education,2012,18.0
Education,Teaching fields,Physical education and coaching,2012,38.0
Education,Teaching fields,Science education,2012,110.0
Education,Teaching fields,Social science education,2012,20.0
Education,Teaching fields,"Teacher education and professional development, othern",2012,26.0
Education,Teaching fields,Trade and industrial education,2012,165.90491591203104
Education,Other education,Workforce education and development,2012,165.90491591203104
Education,Other education,"Education, general",2012,121.0
Education,Other education,"Education, other",2012,143.0
Humanities and arts,Foreign languages and literature,Arabic language and literature,2012,12.0
Humanities and arts,Foreign languages and literature,Chinese language and literature,2012,20.0
Humanities and arts,Foreign languages and literature,French language and literature,2012,122.0
Humanities and arts,Foreign languages and literature,Germanic language and literature,2012,90.0
Humanities and arts,Foreign languages and literature,Italian language and literature,2012,50.0
Humanities and arts,Foreign languages and literature,Japanese language and literature,2012,20.0
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2012,57.0
Humanities and arts,Foreign languages and literature,Russian language and literature,2012,24.0
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2012,165.90491591203104
Humanities and arts,Foreign languages and literature,Spanish language and literature,2012,205.0
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2012,84.0
Humanities and arts,History,African history,2012,38.0
Humanities and arts,History,"American history, United States and Canada",2012,440.0
Humanities and arts,History,Asian history,2012,73.0
Humanities and arts,History,European history,2012,186.0
Humanities and arts,History,"History, science and technology and society",2012,49.0
Humanities and arts,History,Latin American history,2012,63.0
Humanities and arts,History,"Middle, Near East history",2012,60.0
Humanities and arts,History,"History, general",2012,93.0
Humanities and arts,History,"History, other",2012,84.0
Humanities and arts,Letters,"American literature, United States and Canada",2012,409.0
Humanities and arts,Letters,Classics,2012,101.0
Humanities and arts,Letters,Comparative literature,2012,201.0
Humanities and arts,Letters,Creative writing,2012,93.0
Humanities and arts,Letters,English language,2012,154.0
Humanities and arts,Letters,"English literature, British and Commonwealth",2012,423.0
Humanities and arts,Letters,Folklore,2012,6.0
Humanities and arts,Letters,Rhetoric and composition,2012,154.0
Humanities and arts,Letters,Speech and rhetorical studies,2012,53.0
Humanities and arts,Letters,"Letters, general",2012,18.0
Humanities and arts,Letters,"Letters, other",2012,26.0
Humanities and arts,Other humanities and arts,Archaeology (humanities),2012,79.0
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2012,227.0
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2012,95.0
Humanities and arts,Other humanities and arts,Dance,2012,165.90491591203104
Humanities and arts,Other humanities and arts,"Drama, theater arts",2012,111.0
Humanities and arts,Other humanities and arts,Ethics,2012,29.0
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2012,62.0
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2012,17.0
Humanities and arts,Other humanities and arts,Music,2012,67.0
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2012,138.0
Humanities and arts,Other humanities and arts,Music performance,2012,113.0
Humanities and arts,Other humanities and arts,Music theory and composition,2012,95.0
Humanities and arts,Other humanities and arts,"Music, other",2012,21.0
Humanities and arts,Other humanities and arts,Philosophy,2012,497.0
Humanities and arts,Other humanities and arts,"Religion, religious studies",2012,290.0
Humanities and arts,Other humanities and arts,"Theology, religious education",2012,184.0
Humanities and arts,Other humanities and arts,"Humanities, general",2012,16.0
Humanities and arts,Other humanities and arts,"Humanities, other",2012,112.0
Other,Business management and administration,Accounting,2012,175.0
Other,Business management and administration,Banking/financial services,2012,165.90491591203104
Other,Business management and administration,Business administration and management,2012,221.0
Other,Business management and administration,"Business, managerial economics",2012,31.0
Other,Business management and administration,Finance,2012,232.0
Other,Business management and administration,"Hospitality, food service and tourism management",2012,57.0
Other,Business management and administration,Human resources development,2012,44.0
Other,Business management and administration,"International business, trade, commerce",2012,21.0
Other,Business management and administration,"Management information systems, business statistics",2012,103.0
Other,Business management and administration,Marketing management and research,2012,174.0
Other,Business management and administration,Operations research (business),2012,80.0
Other,Business management and administration,Organizational behavior,2012,163.0
Other,Business management and administration,"Business management and administration, general",2012,50.0
Other,Business management and administration,"Business management and administration, other",2012,53.0
Other,Communication,Communication research,2012,126.0
Other,Communication,Communication theory,2012,31.0
Other,Communication,"Film, radio, TV and digital communication",2012,43.0
Other,Communication,"Mass communication, media studies",2012,199.0
Other,Communication,"Communication, general",2012,117.0
Other,Communication,"Communication, other",2012,79.0
Other,Non-S&E fields nec,Architecture and environmental design,2012,109.0
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2012,50.0
Other,Non-S&E fields nec,Law,2012,53.0
Other,Non-S&E fields nec,Library science,2012,49.0
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2012,61.0
Other,Non-S&E fields nec,Public administration,2012,132.0
Other,Non-S&E fields nec,Social work,2012,280.0
Other,Non-S&E fields nec,Other fields nec,2012,1.0
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2013,107.0
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2013,21.0
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2013,8.0
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2013,86.0
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2013,54.0
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2013,23.0
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2013,85.0
Life sciences,Agricultural sciences and natural resources,Environmental science,2013,204.0
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2013,53.0
Life sciences,Agricultural sciences and natural resources,Food science,2013,105.0
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2013,48.0
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2013,19.0
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2013,44.0
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2013,26.0
Life sciences,Agricultural sciences and natural resources,Horticulture science,2013,41.0
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2013,165.90491591203104
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2013,92.0
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2013,22.0
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2013,74.0
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2013,67.0
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2013,16.0
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2013,51.0
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2013,41.0
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2013,8.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2013,9.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2013,20.0
Life sciences,Biological and biomedical sciences,Anatomy,2013,15.0
Life sciences,Biological and biomedical sciences,Bacteriology,2013,28.0
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2013,827.0
Life sciences,Biological and biomedical sciences,Bioinformatics,2013,166.0
Life sciences,Biological and biomedical sciences,Biomedical sciences,2013,401.0
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2013,145.0
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2013,179.0
Life sciences,Biological and biomedical sciences,Biotechnology,2013,39.0
Life sciences,Biological and biomedical sciences,Botany and plant biology,2013,91.0
Life sciences,Biological and biomedical sciences,Cancer biology,2013,379.0
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2013,318.0
Life sciences,Biological and biomedical sciences,Computational biology,2013,115.0
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2013,197.0
Life sciences,Biological and biomedical sciences,Ecology,2013,468.0
Life sciences,Biological and biomedical sciences,Endocrinology,2013,39.0
Life sciences,Biological and biomedical sciences,Entomology,2013,118.0
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2013,33.0
Life sciences,Biological and biomedical sciences,Epidemiology,2013,353.0
Life sciences,Biological and biomedical sciences,Evolutionary biology,2013,209.0
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2013,396.0
Life sciences,Biological and biomedical sciences,Immunology,2013,471.0
Life sciences,Biological and biomedical sciences,Microbiology,2013,455.0
Life sciences,Biological and biomedical sciences,Molecular biology,2013,646.0
Life sciences,Biological and biomedical sciences,Molecular medicine,2013,165.90491591203104
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2013,1016.0
Life sciences,Biological and biomedical sciences,Nutrition sciences,2013,177.0
Life sciences,Biological and biomedical sciences,Parasitology,2013,26.0
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2013,95.0
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2013,286.0
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2013,210.0
Life sciences,Biological and biomedical sciences,Plant genetics,2013,37.0
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2013,21.0
Life sciences,Biological and biomedical sciences,Plant physiology,2013,25.0
Life sciences,Biological and biomedical sciences,Structural biology,2013,67.0
Life sciences,Biological and biomedical sciences,Toxicology,2013,99.0
Life sciences,Biological and biomedical sciences,Virology,2013,162.0
Life sciences,Biological and biomedical sciences,Wildlife biology,2013,165.90491591203104
Life sciences,Biological and biomedical sciences,Zoology,2013,40.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2013,256.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2013,103.0
Life sciences,Health sciences,Environmental health,2013,70.0
Life sciences,Health sciences,Environmental toxicologyc,2013,165.90491591203104
Life sciences,Health sciences,Gerontology (health sciences),2013,13.0
Life sciences,Health sciences,Health and behavior,2013,165.90491591203104
Life sciences,Health sciences,Health services research,2013,165.90491591203104
Life sciences,Health sciences,Health systems administration,2013,89.0
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2013,214.0
Life sciences,Health sciences,"Medical physics, radiological science",2013,93.0
Life sciences,Health sciences,Nursing science,2013,510.0
Life sciences,Health sciences,"Oral biology, oral pathology",2013,20.0
Life sciences,Health sciences,Pharmaceutical sciencesg,2013,332.0
Life sciences,Health sciences,Public health,2013,431.0
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2013,85.0
Life sciences,Health sciences,Speech-language pathology and audiology,2013,110.0
Life sciences,Health sciences,Veterinary sciences,2013,67.0
Life sciences,Health sciences,"Health sciences, general",2013,62.0
Life sciences,Health sciences,"Health sciences, other",2013,80.0
Life sciences,Chemistry,Analytical chemistry,2013,417.0
Life sciences,Chemistry,Chemical biology,2013,165.90491591203104
Life sciences,Chemistry,Inorganic chemistry,2013,297.0
Life sciences,Chemistry,Medicinal chemistryh,2013,165.90491591203104
Life sciences,Chemistry,Organic chemistry,2013,643.0
Life sciences,Chemistry,Physical chemistry,2013,355.0
Life sciences,Chemistry,Polymer chemistry,2013,125.0
Life sciences,Chemistry,Theoretical chemistry,2013,74.0
Life sciences,Chemistry,"Chemistry, general",2013,364.0
Life sciences,Chemistry,"Chemistry, other",2013,209.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2013,205.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2013,49.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2013,43.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2013,18.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2013,77.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2013,18.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2013,489.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2013,73.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2013,126.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2013,32.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2013,113.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2013,16.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2013,31.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2013,22.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2013,33.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2013,43.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2013,295.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2013,51.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2013,111.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2013,26.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2013,92.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2013,15.0
Life sciences,Physics and astronomy,Astronomy and astrophysics,2013,301.0
Life sciences,Physics and astronomy,Astronomy,2013,103.0
Life sciences,Physics and astronomy,Astrophysics,2013,184.0
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2013,14.0
Life sciences,Physics and astronomy,Physics,2013,1810.0
Life sciences,Physics and astronomy,Acoustics,2013,22.0
Life sciences,Physics and astronomy,Applied physics,2013,180.0
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2013,118.0
Life sciences,Physics and astronomy,Biophysics (physics),2013,133.0
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2013,413.0
Life sciences,Physics and astronomy,Elementary particle physics,2013,272.0
Life sciences,Physics and astronomy,Nuclear physics,2013,75.0
Life sciences,Physics and astronomy,"Optics, photonics",2013,174.0
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2013,71.0
Life sciences,Physics and astronomy,Polymer physics,2013,32.0
Life sciences,Physics and astronomy,"Physics, general",2013,192.0
Life sciences,Physics and astronomy,"Physics, other",2013,128.0
Mathematics and computer sciences,Computer and information sciences,Computer science,2013,1568.0
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2013,152.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2013,165.90491591203104
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2013,123.0
Mathematics and computer sciences,Mathematics and statistics,Algebra,2013,151.0
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2013,159.0
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2013,455.0
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2013,22.0
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2013,119.0
Mathematics and computer sciences,Mathematics and statistics,Logic,2013,33.0
Mathematics and computer sciences,Mathematics and statistics,Number theory,2013,79.0
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2013,15.0
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2013,364.0
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2013,78.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2013,234.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2013,108.0
Psychology and social sciences,Psychology,Behavioral analysis,2013,54.0
Psychology and social sciences,Psychology,Clinical psychology,2013,1140.0
Psychology and social sciences,Psychology,Cognitive neuroscience,2013,165.90491591203104
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2013,219.0
Psychology and social sciences,Psychology,Community psychology,2013,165.90491591203104
Psychology and social sciences,Psychology,Comparative psychology,2013,165.90491591203104
Psychology and social sciences,Psychology,Counseling,2013,425.0
Psychology and social sciences,Psychology,Developmental and child psychology,2013,227.0
Psychology and social sciences,Psychology,Educational psychology (psychology),2013,60.0
Psychology and social sciences,Psychology,Experimental psychology,2013,141.0
Psychology and social sciences,Psychology,Family psychology,2013,33.0
Psychology and social sciences,Psychology,"Health, medical psychology",2013,65.0
Psychology and social sciences,Psychology,Human development and family studies,2013,138.0
Psychology and social sciences,Psychology,Industrial and organizational psychology,2013,214.0
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2013,165.90491591203104
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2013,112.0
Psychology and social sciences,Psychology,Personality psychology,2013,15.0
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2013,44.0
Psychology and social sciences,Psychology,School psychology (psychology),2013,114.0
Psychology and social sciences,Psychology,Social psychology,2013,211.0
Psychology and social sciences,Psychology,"Psychology, general",2013,229.0
Psychology and social sciences,Psychology,"Psychology, other",2013,151.0
Psychology and social sciences,Psychology,Social sciences,2013,4988.0
Psychology and social sciences,Anthropology,"Anthropology, cultural",2013,165.90491591203104
Psychology and social sciences,Anthropology,"Anthropology, generalj",2013,550.0
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2013,165.90491591203104
Psychology and social sciences,Economics,Econometrics,2013,48.0
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2013,49.0
Psychology and social sciences,Economics,Other economics,2013,1086.0
Psychology and social sciences,Other social sciences,"American, U.S. studies",2013,122.0
Psychology and social sciences,Other social sciences,Applied linguistics,2013,165.90491591203104
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2013,98.0
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2013,75.0
Psychology and social sciences,Other social sciences,Criminology,2013,76.0
Psychology and social sciences,Other social sciences,Demography and population studies,2013,27.0
Psychology and social sciences,Other social sciences,Gender and women's studies,2013,165.90491591203104
Psychology and social sciences,Other social sciences,Geography,2013,251.0
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2013,32.0
Psychology and social sciences,Other social sciences,Health policy analysis,2013,69.0
Psychology and social sciences,Other social sciences,"International relations, international affairs",2013,119.0
Psychology and social sciences,Other social sciences,Linguistics,2013,285.0
Psychology and social sciences,Other social sciences,Public policy analysis,2013,279.0
Psychology and social sciences,Other social sciences,Statistics (social sciences),2013,24.0
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2013,114.0
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2013,39.0
Psychology and social sciences,Other social sciences,"Social sciences, general",2013,55.0
Psychology and social sciences,Other social sciences,"Social sciences, other",2013,151.0
Engineering,Other engineering,Agricultural engineering,2013,75.0
Engineering,Other engineering,Ceramic sciences engineering,2013,3.0
Engineering,Other engineering,Communications engineering,2013,31.0
Engineering,Other engineering,Computer engineering,2013,417.0
Engineering,Other engineering,"Engineering management, administration",2013,59.0
Engineering,Other engineering,Engineering mechanics,2013,70.0
Engineering,Other engineering,Engineering physics,2013,34.0
Engineering,Other engineering,Engineering science,2013,41.0
Engineering,Other engineering,"Environmental, environmental health engineeringl",2013,269.0
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2013,51.0
Engineering,Other engineering,Metallurgical engineering,2013,25.0
Engineering,Other engineering,Mining and mineral engineering,2013,29.0
Engineering,Other engineering,Nuclear engineering,2013,119.0
Engineering,Other engineering,Ocean engineering,2013,30.0
Engineering,Other engineering,Operations research (engineering),2013,119.0
Engineering,Other engineering,Petroleum engineering,2013,92.0
Engineering,Other engineering,"Polymer, plastics engineering",2013,61.0
Engineering,Other engineering,Robotics,2013,59.0
Engineering,Other engineering,Structural engineering,2013,81.0
Engineering,Other engineering,Systems engineering,2013,114.0
Engineering,Other engineering,Transportation and highway engineering,2013,80.0
Engineering,Other engineering,"Engineering, general",2013,24.0
Engineering,Other engineering,"Engineering, other",2013,134.0
Education,Education administration,Educational administration and supervision,2013,187.0
Education,Education administration,"Educational and human resource studies, development",2013,93.0
Education,Education administration,Educational leadership,2013,601.0
Education,Education administration,Urban education and leadership,2013,84.0
Education,Education research,"Counseling education, counseling and guidance",2013,257.0
Education,Education research,Curriculum and instruction,2013,586.0
Education,Education research,Educational and instructional media design,2013,17.0
Education,Education research,Educational and instructional technology,2013,241.0
Education,Education research,"Educational assessment, testing, measurement",2013,63.0
Education,Education research,Educational policy analysis,2013,171.0
Education,Education research,Educational psychology (education),2013,283.0
Education,Education research,"Educational statistics, research methods",2013,84.0
Education,Education research,Higher education evaluation and research,2013,435.0
Education,Education research,International education,2013,65.0
Education,Education research,School psychology (education),2013,131.0
Education,Education research,Social and philosophical foundations of education,2013,84.0
Education,Education research,Special education,2013,286.0
Education,Teacher education,Adult and continuing teacher education,2013,23.0
Education,Teacher education,Elementary teacher education,2013,26.0
Education,Teacher education,"Pre-elementary, early childhood teacher education",2013,35.0
Education,Teacher education,Secondary teacher education,2013,25.0
Education,Teaching fields,Agricultural education,2013,27.0
Education,Teaching fields,Art education,2013,30.0
Education,Teaching fields,Bilingual and multilingual education,2013,50.0
Education,Teaching fields,Business education,2013,165.90491591203104
Education,Teaching fields,English as a second or foreign language,2013,165.90491591203104
Education,Teaching fields,English education,2013,35.0
Education,Teaching fields,"Family, consumer, and human sciences",2013,19.0
Education,Teaching fields,Foreign languages education,2013,54.0
Education,Teaching fields,Health education,2013,52.0
Education,Teaching fields,Literacy and reading educationm,2013,126.0
Education,Teaching fields,Mathematics education,2013,138.0
Education,Teaching fields,Music education,2013,91.0
Education,Teaching fields,Nursing education,2013,33.0
Education,Teaching fields,Physical education and coaching,2013,44.0
Education,Teaching fields,Science education,2013,114.0
Education,Teaching fields,Social science education,2013,22.0
Education,Teaching fields,"Teacher education and professional development, othern",2013,57.0
Education,Teaching fields,Trade and industrial education,2013,165.90491591203104
Education,Other education,Workforce education and development,2013,165.90491591203104
Education,Other education,"Education, general",2013,128.0
Education,Other education,"Education, other",2013,137.0
Humanities and arts,Foreign languages and literature,Arabic language and literature,2013,9.0
Humanities and arts,Foreign languages and literature,Chinese language and literature,2013,37.0
Humanities and arts,Foreign languages and literature,French language and literature,2013,140.0
Humanities and arts,Foreign languages and literature,Germanic language and literature,2013,74.0
Humanities and arts,Foreign languages and literature,Italian language and literature,2013,44.0
Humanities and arts,Foreign languages and literature,Japanese language and literature,2013,21.0
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2013,66.0
Humanities and arts,Foreign languages and literature,Russian language and literature,2013,30.0
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2013,165.90491591203104
Humanities and arts,Foreign languages and literature,Spanish language and literature,2013,216.0
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2013,64.0
Humanities and arts,History,African history,2013,32.0
Humanities and arts,History,"American history, United States and Canada",2013,444.0
Humanities and arts,History,Asian history,2013,85.0
Humanities and arts,History,European history,2013,186.0
Humanities and arts,History,"History, science and technology and society",2013,53.0
Humanities and arts,History,Latin American history,2013,77.0
Humanities and arts,History,"Middle, Near East history",2013,71.0
Humanities and arts,History,"History, general",2013,105.0
Humanities and arts,History,"History, other",2013,95.0
Humanities and arts,Letters,"American literature, United States and Canada",2013,397.0
Humanities and arts,Letters,Classics,2013,101.0
Humanities and arts,Letters,Comparative literature,2013,218.0
Humanities and arts,Letters,Creative writing,2013,79.0
Humanities and arts,Letters,English language,2013,92.0
Humanities and arts,Letters,"English literature, British and Commonwealth",2013,399.0
Humanities and arts,Letters,Folklore,2013,9.0
Humanities and arts,Letters,Rhetoric and composition,2013,220.0
Humanities and arts,Letters,Speech and rhetorical studies,2013,33.0
Humanities and arts,Letters,"Letters, general",2013,26.0
Humanities and arts,Letters,"Letters, other",2013,32.0
Humanities and arts,Other humanities and arts,Archaeology (humanities),2013,72.0
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2013,265.0
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2013,106.0
Humanities and arts,Other humanities and arts,Dance,2013,165.90491591203104
Humanities and arts,Other humanities and arts,"Drama, theater arts",2013,120.0
Humanities and arts,Other humanities and arts,Ethics,2013,26.0
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2013,67.0
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2013,33.0
Humanities and arts,Other humanities and arts,Music,2013,88.0
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2013,128.0
Humanities and arts,Other humanities and arts,Music performance,2013,124.0
Humanities and arts,Other humanities and arts,Music theory and composition,2013,102.0
Humanities and arts,Other humanities and arts,"Music, other",2013,29.0
Humanities and arts,Other humanities and arts,Philosophy,2013,494.0
Humanities and arts,Other humanities and arts,"Religion, religious studies",2013,301.0
Humanities and arts,Other humanities and arts,"Theology, religious education",2013,173.0
Humanities and arts,Other humanities and arts,"Humanities, general",2013,31.0
Humanities and arts,Other humanities and arts,"Humanities, other",2013,101.0
Other,Business management and administration,Accounting,2013,168.0
Other,Business management and administration,Banking/financial services,2013,165.90491591203104
Other,Business management and administration,Business administration and management,2013,269.0
Other,Business management and administration,"Business, managerial economics",2013,24.0
Other,Business management and administration,Finance,2013,260.0
